Domain,Federal Agency,Level of Government,Location,Status,Note,Link,Date Added,Sector
1-800-vermont.com,,State Government,Vermont,accepted term,Travel and Tourism Site for Vermont -- Note added 6/6/13 19:19,http://1-800-vermont.com/,6/6/13 19:11,travel tourism
1800arkansas.com,,State Government,,accepted term,See historical snapshot at: http://web.archive.org/web/20080120044716/http://www.1800arkansas.com/  -- Note added 1/24/14 14:38,,1/24/14 14:37,see historical
211.getcare.com,,State Government,Virginia,accepted term,"2-1-1 VIRGINIA is a service of the Virginia Department of Social Services provided in partnership with the Council of Community Services, the Family Resource and Referral Center, The Planning Council, the United Way of Central Virginia, and the United Way of Greater Richmond and Petersburg. -- Note added 5/27/14 14:14",https://211.getcare.com/211provider/consumer/index211.do,5/27/14 14:12,virginia service
211virginia.org,,State Government,Virginia,accepted term,"2-1-1 VIRGINIA is a service of the Virginia Department of Social Services provided in partnership with the Council of Community Services, the Family Resource and Referral Center, The Planning Council, the United Way of Central Virginia, and the United Way of Greater Richmond and Petersburg. -- Note added 1/10/14 19:17",http://211virginia.org,1/10/14 19:17,virginia service
4thjudicialda.com,,State Government,Colorado,accepted term,4th Judicial District Attorney -- Note added 1/10/14 19:17,http://4thjudicialda.com/start.aspx,1/10/14 19:17,note added
511ny.org,,State Government,New York,accepted term,"511 NY (New York State Department of Transportation), the free, official one-stop, all-encompassing telephone and Web service offering  information on transportation services and conditions throughout New York State.  -- Note added 1/24/14 14:34",http://511ny.org/,1/24/14 14:33,new york
accessidaho.org,,State Government,Idaho,accepted term,State of Idaho (mirror website of www.idaho.gov) -- Note added 7/17/14 14:28,http://www.accessidaho.org/,6/6/13 18:08,note added
aces.edu,,State Government,Alabama,accepted term,Alabama Cooperative Extension System -- Note added 6/12/13 16:37,http://www.aces.edu/main/,6/6/13 18:08,cooperative extension
aces.nmsu.edu/pubs,,State Government,New Mexico,accepted term,New Mexico Cooperative Extension Publications -- Note added 7/25/13 17:38,,6/6/13 18:08,new mexico
adoptpakids.org,,State Government,Pennsylvania,accepted term,Pennsylvania Adoption Exchange -- Note added 6/30/14 15:39,http://www.adoptpakids.org/,6/6/13 18:08,exchange note
adph.org,,State Government,Alabama,accepted term,Alabama Department of Public Health -- Note added 6/12/13 16:40,http://adph.org/,6/6/13 18:08,alabama department
ag.umass.edu,,State Government,Massachusetts,accepted term,University of Massachusetts Center for Agriculture Research and Extension -- Note added 11/20/13 15:32,http://ag.umass.edu/,6/6/13 18:09,extension note
agrilifeextension.tamu.edu,,State Government,Texas,accepted term,Texas A&M AgriLife Extension -- Note added 3/3/15 6:32,http://agrilifeextension.tamu.edu/,6/6/13 18:08,extension note
ahfa.com,,State Government,Alabama,accepted term,Alabama Housing Finance Authority -- Note added 6/12/13 16:40,http://www.ahfa.com/,6/6/13 18:08,housing finance
ahfc.us,,State Government,Alaska,accepted term,Alaska Housing Finance Corporation -- Note added 6/6/13 18:08,http://www.ahfc.us/,6/6/13 18:08,housing finance
aidea.org,,State Government,Alaska,accepted term,Alaska Industrial Development and Export Authority -- Note added 6/6/13 18:08,http://www.aidea.org/,6/6/13 18:08,authority note
ak-prepared.com,,State Government,Alaska,accepted term,Alaska's Department of Military and Veterans Affairs Division of Homeland Security and Emergency Management -- Note added 6/27/14 6:01,http://ak-prepared.com/,6/6/13 18:08,homeland security
akaerospace.com,,State Government,Alaska,accepted term,Alaska Aerospace Corporation (Board of directors appointed by Alaska governor) -- Note added 7/23/14 15:36,http://akaerospace.com/index.html,6/6/13 18:08,board directors
akenergyauthority.org,,State Government,Alaska,accepted term,Alaska Energy Authority -- Note added 6/6/13 18:08,http://www.akenergyauthority.org/,6/6/13 18:08,authority note
akpb.org,,State Government,Alaska,accepted term,Alaska Public Broadcasting Commission -- Note added 6/6/13 18:08,http://akpb.org/,6/6/13 17:52,commission note
akrr.com,,State Government,Alaska,accepted term,Alaska Railroad Corporation -- Note added 6/6/13 18:08,,6/6/13 18:08,alaska railroad
alabama.travel,,State Government,Alabama,accepted term,Travel and Tourism Site for Alabama -- Note added 6/6/13 19:22,http://alabama.travel/,6/6/13 19:21,travel tourism
alabamacounterdrug.com,,State Government,Alabama,accepted term,Alabama National Guard Counterdrug Program -- Note added 1/23/14 13:41,http://www.alabamacounterdrug.com/,1/23/14 13:40,national guard
alabamafilm.org,,State Government,Alabama,accepted term,Alabama Film Office -- Note added 6/12/13 16:42,http://alabamafilm.org/2010/index2.shtml,6/6/13 18:08,film office
alalinc.net,,State Government,Alabama,accepted term,"Alabama's Legal Information Center, Alabama Supreme Court and State Law Library Catalog - catalog.alalinc.net and 2.alalinc.net -- Note added 6/12/13 16:43",,6/7/13 12:00,information center
alaskarailroad.com,,State Government,Alaska,accepted term,Alaska Railroad Corporation -- Note added 7/2/13 17:55,http://www.alaskarailroad.com/,6/6/13 18:08,alaska railroad
alaskaseafood.org,,State Government,Alaska,accepted term,Alaska Seafood Marketing Institute -- Note added 6/6/13 18:08,http://alaskaseafood.org/,6/6/13 18:08,institute note
albme.org,,State Government,Alabama,accepted term,Alabama State Board of Medical Examiners (an administrative and regulatory agency of the state of Alabama) and the Medical Licensure Commission of Alabama -- Note added 6/12/13 16:46,http://albme.org/,6/6/13 18:08,alabama state
albop.com,,State Government,Alabama,accepted term,Alabama Board of Pharmacy -- Note added 6/12/13 16:47,http://albop.com/,6/6/13 18:08,board pharmacy
alsde.edu,,State Government,Alabama,accepted term,Alabama State Department of Education -- Note added 6/12/13 17:15,http://www.alsde.edu/Pages/home.aspx,6/6/13 18:08,alabama state
americansamoa.travel,,State Government,American Samoa,accepted term,Travel and Tourism Site for American Samoa -- Note added 6/6/13 19:22,http://www.americansamoa.travel/,6/6/13 19:11,travel tourism
amtrakcascades.com,,State Government,Washington,accepted term,"Amtrak Cascades, a train service sponsored by the state departments of transportation of Washington and Oregon. -- Note added 6/17/14 14:40",http://amtrakcascades.com/,7/30/13 13:27,note added
apdcares.org,,State Government,Florida,accepted term,Agency for Persons with Disabilities (APD) -- Note added 2/25/15 15:33,http://apdcares.org/,6/6/13 18:08,persons disabilities
apfc.org,,State Government,Alaska,accepted term,Alaska Permanent Fund Corporation -- Note added 6/6/13 18:08,http://apfc.org/home/Content/home/index.cfm,6/6/13 18:08,corporation note
apscservices.info,,State Government,Arkansas,accepted term,Arkansas Public Service Commission -- Note added 1/10/14 17:55,http://www.apscservices.info/,1/10/14 17:55,public service
arbenefits.org,,State Government,Arkansas,accepted term,ARBenefitsfor Arkansas State and Public School Plan MembersProvided by the Employee Benefit Division of the [Arkansas] Department of Finance & Administration -- Note added 12/10/14 6:24,http://portal.arbenefits.org/Pages/default.aspx,3/20/14 15:13,arkansas state
arfireprotection.org,,State Government,Arkansas,accepted term,Arkansas Fire Protection Licensing Board -- Note added 6/12/13 18:10,http://www.arfireprotection.org/,6/6/13 18:08,licensing board
arguard.org,,State Government,Arkansas,accepted term,Arkansas National Guard -- Note added 1/23/14 13:42,http://www.arguard.org/,1/23/14 13:42,national guard
arizonaguide.com,,State Government,Arizona,accepted term,Travel and Tourism Site for Arizona -- Note added 6/6/13 19:16,http://arizonaguide.com/,6/6/13 19:11,travel tourism
arizonalottery.com,,State Government,Arizona,accepted term,Arizona lottery -- Note added 11/18/13 15:03,http://www.arizonalottery.com,6/6/13 18:08,lottery note
arizonaworkforceconnection.com,,State Government,Arizona,accepted term,"Arizona's Workforce Connection!, a website of the Governor's Council on Workforce Policy developed to provide easy access to the workforce development system in Arizona. -- Note added 11/18/13 15:13",http://www.arizonaworkforceconnection.com/,6/6/13 18:08,workforce development
ark-ives.com,,State Government,Arkansas,accepted term,"Arkansas History Commission, a division of the Arkansas Department of Parks and Tourism -- Note added 12/10/14 6:32",http://www.ark-ives.com/,6/6/13 18:08,division arkansas
arkansas.com,,State Government,Arkansas,accepted term,Travel and Tourism Site for Arkansas -- Note added 6/6/13 19:23,http://www.arkansas.com/,6/6/13 19:11,travel tourism
arkansasctf.org,,State Government,Arkansas,accepted term,Arkansas Children's Trust Fund -- Note added 7/17/13 16:07,http://www.arkansasctf.org/,6/6/13 18:08,trust fund
arkansased.org,,State Government,Arkansas,accepted term,Arkansas Department of Education -- Note added 12/10/14 6:56,http://www.arkansased.org/,6/6/13 18:08,arkansas department
arkansasedc.com,,State Government,Arkansas,accepted term,Arkansas Economic Development Coorporation (AEDC) -- Note added 1/24/14 14:36,http://arkansasedc.com/,1/24/14 14:36,economic development
arkansasethics.com,,State Government,Arkansas,accepted term,Arkansas Ethics Commission -- Note added 7/17/13 16:13,http://arkansasethics.com/,6/6/13 18:08,commission note
arkidsfirst.com,,State Government,Arkansas,accepted term,"ARKids First health insurance, Arkansas Department of Human Services -- Note added 1/10/14 19:17",http://arkidsfirst.com/home.htm,1/10/14 19:17,health insurance
arlpc.org,,State Government,Arkansas,accepted term,Arkansas Livestock and Poultry Commission -- Note added 7/17/13 16:14,http://www.arlpc.org/index.asp,6/6/13 18:08,commission note
armedicalboard.org,,State Government,Arkansas,accepted term,Arkansas State Medical Board -- Note added 7/17/13 17:16,http://armedicalboard.org/,6/6/13 18:08,arkansas state
aroptometry.org,,State Government,Arkansas,accepted term,Arkansas State Board of Optometry -- Note added 11/18/13 15:44,http://www.aroptometry.org/,6/6/13 18:08,arkansas state
arptb.org,,State Government,Arkansas,accepted term,Arkansas State Board of Physical Therapy -- Note added 11/18/13 15:45,http://www.arptb.org/,6/6/13 18:08,arkansas state
asbca.org,,State Government,Arkansas,accepted term,Arkansas State Board of Collection Agencies -- Note added 11/18/13 15:45,http://www.asbca.org/,6/6/13 18:08,arkansas state
asdd.com,,State Government,Alabama,accepted term,"Alabama State Port Authority, Mobile, AL -- Note added 6/12/13 17:16",http://asdd.com/,6/6/13 18:08,alabama state
asgteo.com,,State Government,American Samoa,accepted term,American Samoa Territorial Energy Office -- Note added 6/7/13 14:55,http://asgteo.com/,6/7/13 14:54,american samoa
askpsc.com,,State Government,New York,accepted term,New York State Public Service Commission’s Consumer Web Site -- Note added 1/10/14 19:17,http://www.askpsc.com/,1/10/14 19:17,new york
asmdc.org,,State Government,California,accepted term,"California State Assembly Democratic Caucus, State of California -- Note added 6/6/13 18:08",,6/6/13 18:08,california state
atlfa.org,,State Government,Virginia,accepted term,Assistive Technology Loan Fund Authority. The authority offers low interest loans for a variety of special equipment to eligible applicants. See the establishing law at http://law.lis.virginia.gov/authorities/assistive-technology-loan-fund-authority-atlfa  -- Note added 7/23/14 15:46,http://atlfa.org/,6/6/13 18:08,assistive technology
azbbhe.us,,State Government,Arizona,accepted term,Arizona Board of Behavioral Health Examiners -- Note added 12/11/13 13:50,http://azbbhe.us/,6/6/13 18:08,examiners note
azcommerce.com,,State Government,Arizona,accepted term,Arizona Commerce Authority -- Note added 12/11/13 13:50,http://www.azcommerce.com/,6/6/13 18:08,authority note
azdentalboard.us,,State Government,Arizona,accepted term,Arizona State Board of Dental Examiners -- Note added 12/11/13 13:50,http://azdentalboard.us/,6/6/13 18:08,arizona state
azstateparks.com,,State Government,Arizona,accepted term,Arizona State Parks -- Note added 12/11/13 13:51,http://azstateparks.com/,6/6/13 18:08,arizona state
battleshipnc.com,,State Government,North Carolina,accepted term,"USS North Carolina Battleship, North Carolina Department of Cultural Resources -- Note added 3/20/14 17:19",http://battleshipnc.com/,7/24/13 16:11,north carolina
baxterestates.org,,State Government,New York,accepted term,"Village of Baxter Estates, Port Washington, NY -- Note added 6/8/15 12:11",http://baxterestates.org/index.html,6/6/13 18:08,ny note
bmbt.org,,State Government,North Carolina,accepted term,North Carolina Board of Massage & Bodywork Therapy -- Note added 9/11/15 18:20,http://bmbt.org/,6/6/13 18:08,north carolina
bugfest.org,,State Government,North Carolina,accepted term,NC museum of natural sciences  -- Note added 9/11/15 18:50,http://bugfest.org/,6/6/13 18:08,nc museum
buyctbonds.com,,State Government,Connecticut,accepted term,State of Connecticut Bonds -- Note added 6/27/13 19:52,http://buyctbonds.com/,6/27/13 19:52,note added
calhum.org,,State Government,California,accepted term,"California Humanities is an independent non-profit partner of the National Endowment for the Humanities,  nthat promotes the humanities in California in order to help create &ldquo;a state of open mind.' -- Note added 3/10/15 15:07",http://calhum.org,6/6/13 18:08,national endowment
californiavolunteers.org,,State Government,California,accepted term,"CaliforniaVolunteers, the state office that manages programs and initiatives aimed at increasing the number of Californians engaged in service and volunteering -- Note added 11/22/13 14:11",http://www.californiavolunteers.org/,6/6/13 18:08,note added
calsilc.org,,State Government,California,accepted term,CA State Independent Living Counsel advocates for persons with disabilities to enable them to live independently. n  -- Note added 3/5/15 22:35,http://calsilc.org/,6/6/13 18:08,independent living
calstrs.com,,State Government,California,accepted term,California State Teachers Retirement System -- Note added 3/9/15 15:17,http://www.calstrs.com/,6/6/13 18:08,california state
capitol.org,,State Government,Nebraska,accepted term,Nebraska State Capitol -- Note added 12/6/13 19:48,http://capitol.org/,12/6/13 19:47,nebraska state
caswellcenter.org,,State Government,North Carolina,accepted term,"Caswell Developmental Center, NC Division of State Operated Healthcare Facilities -- Note added 6/6/13 18:08",,6/6/13 18:08,nc division
cehtp.org,,State Government,California,accepted term,"California Environmental Health Tracking Program, California Department of Public Health -- Note added 10/24/14 12:09",http://cehtp.org/project.jsp?project_key=EHSS01,10/24/14 12:08,environmental health
ces.ca.uky.edu/ces,,State Government,Kentucky,accepted term,Univ of Kentucky Extension website -- Note added 8/27/15 16:14,http://extension.ca.uky.edu/,6/6/13 18:08,website note
cfc-hawaii.org,,State Government,Northern Mariana Islands,accepted term,"Hawaii-Pacific Area Combined Federal Campaign - geographic area includes the State of Hawaii, Guam, Northern Marianas Islands, and American Samoa -- Note added 6/12/13 13:14",http://cfc-hawaii.org/,6/6/13 18:08,combined federal
cfclouisville.org,,State Government,Kentucky,accepted term,"Tristate CFC, Indiana -- Note added 8/27/15 14:19",http://www.givecfc.org/_root/,6/6/13 18:08,indiana note
cfnc.org,,State Government,North Carolina,accepted term,"College Foundation of North Carolina, a service of the State of North Carolina -- Note added 7/24/13 16:09",http://www.cfnc.org/index.jsp,6/6/13 18:08,north carolina
chesapeakebay.net,,State Government,Virginia,accepted term,"Chesapeake Bay Program, Restoration of the Chesapeake Bay http://www.chesapeakebay.net -- Note added 11/20/13 16:26",http://www.chesapeakebay.net/,6/6/13 18:09,chesapeake bay
chipcoverspakids.com,,State Government,Pennsylvania,accepted term,Pennsylvania's Children's Health Insurance Program (CHIP) -- Note added 6/6/13 18:08,http://chipcoverspakids.com/,6/6/13 18:08,childrens health
choosemaryland.org,,State Government,Maryland,accepted term,Maryland Department of Business and Economic Development -- Note added 1/10/14 19:17,http://choosemaryland.org/Pages/default.aspx,1/10/14 19:17,maryland department
chs.org,,State Government,Connecticut,accepted term,Connecticut Historical SocietyMuseum and Library -- Note added 12/15/14 6:22,http://chs.org/,6/6/13 18:08,library note
ci.statesville.nc.us,,State Government,North Carolina,accepted term,"statesville, nc -- Note added 9/11/15 19:22",http://ci.statesville.nc.us/,6/6/13 18:08,nc note
clemson.edu/extension,,State Government,South Carolina,accepted term,"Clemson Univ, Sc -- Note added 8/28/15 13:40",http://www.clemson.edu/extension/,6/6/13 18:08,sc note
clest.org,,State Government,Arkansas,accepted term,Arkansas Commission on Law Enforcement Standards and Training -- Note added 7/17/13 18:34,http://www.clest.org/Pages/default.aspx,6/6/13 18:08,note added
coliseumboulevardplume.com,,State Government,Alabama,accepted term,"Coliseum Boulevard Plume (CBP), an area in Montgomery, Alabama, where the groundwater 10-50 feet below land surface contains trichloroethylene (TCE).  Investigation, management, and cleanup of the groundwater is being conducted by the https://www.dot.state.al.us/ Alabama Department of Transportation (ALDOT). -- Note added 9/24/14 16:14",http://coliseumboulevardplume.com/,9/24/14 16:12,alabama department
colorado.com,,State Government,Colorado,accepted term,Travel and Tourism Site for Colorado -- Note added 6/6/13 19:23,http://www.colorado.com/,6/6/13 19:11,travel tourism
coloradolottery.com,,State Government,Colorado,accepted term,Colorado lottery -- Note added 6/12/13 14:06,https://www.coloradolottery.com/,6/6/13 18:08,lottery note
coloradonocall.com,,State Government,Colorado,accepted term,"Colorado No Call program. A private company, Data Protection Group, operates this site under contract with the Colorado Public Utilities Commission. -- Note added 7/11/14 5:54",http://coloradonocall.com/,6/6/13 18:08,public utilities
coloradoriverrecovery.org,,State Government,Wyoming,accepted term,"Upper Colorado River Endangered Fish Recovery Program, U.S. Fish and Wildlife Service -- Note added 7/23/14 13:45",http://www.coloradoriverrecovery.org/,6/6/13 18:08,fish wildlife
completestreetsnc.org,,State Government,North Carolina,accepted term,North Carolina DOT Complete Streets -- Note added 1/22/14 18:53,http://www.completestreetsnc.org/,6/6/13 18:08,north carolina
correctionenterprises.com,,State Government,North Carolina,accepted term,"Correction Enterprises, North Carolina Department of Public Safety -- Note added 7/24/13 14:00",https://www.correctionenterprises.com/,6/6/13 18:08,north carolina
crawfish.org,,State Government,Louisiana,accepted term,Louisiana Crawfish Promotion and Research Board (LCPRB) -- Note added 9/22/15 16:53,http://www.crawfish.org/,6/6/13 18:08,note added
cscj.org,,State Government,Georgia,accepted term,Georgia Superior Courts -- Note added 8/25/15 14:44,http://georgiasuperiorcourts.org/,6/6/13 18:08,courts note
ctbiglist.com,,State Government,Connecticut,accepted term,Connecticut State Treasury Unclaimed Property Owners List -- Note added 12/15/14 6:38,http://ctbiglist.com/,6/27/13 19:48,connecticut state
ctg.albany.edu,,State Government,New York,accepted term,"Center for Technology at the University at Albany, State University of New York -- Note added 6/29/15 15:02",http://ctg.albany.edu/,6/6/13 18:08,state university
ctlottery.org,,State Government,Connecticut,accepted term,Connecticut lottery -- Note added 6/12/13 14:06,,6/6/13 18:08,lottery note
ctstatelibrary.org,,State Government,Connecticut,accepted term,Connecticut State Library -- Note added 7/26/13 16:15,http://www.ctstatelibrary.org/,6/6/13 18:08,connecticut state
ctvisit.com,,State Government,Connecticut,accepted term,Travel and Tourism Site for Connecticut -- Note added 6/6/13 19:28,http://ctvisit.com/,6/6/13 19:27,travel tourism
cwmtf.net,,State Government,North Carolina,accepted term,Clean Water Management Trust Fund  -- Note added 9/11/15 19:49,http://cwmtf.net/,6/6/13 18:08,clean water
cyberdriveillinois.com,,State Government,Illinois,accepted term,IL Secretary of State -- Note added 7/1/14 20:19,http://www.cyberdriveillinois.com/,6/6/13 18:08,secretary state
DelawareNationalGuard.com,,State Government,Delaware,accepted term,Delaware National Guard -- Note added 1/23/14 14:03,http://delawarenationalguard.com/,1/23/14 14:03,national guard
desncc.com,,State Government,North Carolina,accepted term,"Division of Employment Security (DES), NC Department of Commerce (NCC) -- Note added 9/22/15 14:15",https://desncc.com/deshome,9/22/15 14:14,nc department
detma.org,,State Government,Massachusetts,accepted term,"Massachusetts JobQuest, Massachusetts Deparment of Career Services -- Note added 12/17/14 15:04",http://www.mass.gov/lwd/,12/17/14 15:02,services note
digitalmaine.com,,State Government,Maine,accepted term,"About the Digital Maine Repository The Digital Maine Repository is one of several services of the Maine State Library to facilitate digitization of - and enhanced access to - collections related to Maine history, genealogy, culture and government. The repository was designed to host a variety of media including books, images, maps and documents, as well as audio and video collections.  -- Note added 12/8/16 22:08",http://digitalmaine.com/,12/8/16 22:06,digital maine
discoverohio.com,,State Government,Ohio,accepted term,Travel and Tourism Site for Ohio -- Note added 6/6/13 19:30,http://consumer.discoverohio.com/,6/6/13 19:11,travel tourism
discoversouthcarolina.com,,State Government,South Carolina,accepted term,Travel and Tourism Site for South Carolina -- Note added 6/6/13 19:30,http://discoversouthcarolina.com/,6/6/13 19:11,travel tourism
dmvnow.com,,State Government,Virginia,accepted term,Virginia Department of Motor Vehicles -- Note added 6/6/14 20:27,http://dmvnow.com/#/,6/6/13 18:08,virginia department
doe.as,,State Government,American Samoa,accepted term,American Samoa Department of Education -- Note added 4/4/14 10:58,http://doe.as/,6/6/13 18:08,american samoa
dornc.com,,State Government,North Carolina,accepted term,NC Dept of Revenue -- Note added 9/11/15 19:50,http://dornc.com/,6/6/13 18:08,nc dept
driving95.com,,State Government,North Carolina,accepted term,"Driving95 Corridor Planning and Finance Study website, North Carolina Department of Transportation (NCDOT) -- Note added 9/22/15 16:56",http://driving95.com/,6/6/13 18:08,north carolina
drugcontrolprogram.org,,State Government,Wisconsin,accepted term,Wisconsin National Guard Drug Control Program -- Note added 1/23/14 14:03,http://drugcontrolprogram.org/,1/23/14 14:03,national guard
eatsmartmovemorenc.com,,State Government,North Carolina,accepted term,myeatsmartmovemore.com is the 'consumer' site and eatsmartmovemorenc.com is the 'program' site. -- Note added 7/24/13 16:22,http://eatsmartmovemorenc.com/,7/24/13 16:21,site note
ecb.org,,State Government,Wisconsin,accepted term,Educational Communications Board of WI -- Note added 8/5/14 5:24,http://ecb.org/,6/6/13 18:08,note added
ehb.courtapps.com,,State Government,Pennsylvania,accepted term,"Environmental Hearing Board, State of Pennsylvania -- Note added 11/19/13 12:52",http://ehb.courtapps.com/public/index.php,6/7/13 11:53,board state
ehopac.org,,State Government,,candidate term,Environmental Health Officer Professional Advisory Committee -- Note added 6/14/13 19:13,,6/6/13 18:08,environmental health
elderrightsva.org,,State Government,Virginia,accepted term,Virginia Office of the State Long-Term Care Ombudsman -- Note added 8/27/15 15:01,http://elderrightsva.org/,8/27/15 15:01,office state
energy.wsu.edu,,State Government,Washington,accepted term,Washington State University ExtensionEnergy Program -- Note added 11/20/14 7:13,http://energy.wsu.edu/,6/6/13 18:08,washington state
energync.net,,State Government,North Carolina,accepted term,"The Energy Section in the Division of Energy, Mineral and Land Resources  -- Note added 9/11/15 19:55",http://portal.ncdenr.org/web/lr/energy-home-new,6/6/13 18:08,resources note
enjoyillinois.com,,State Government,Illinois,accepted term,Illinois Office of Tourism -- Note added 7/1/14 20:35,http://www.enjoyillinois.com/,6/6/13 19:11,office tourism
envhelp.org,,State Government,North Carolina,accepted term,environmental help website of NC -- Note added 9/11/15 19:56,http://www.environmentnorthcarolina.org/,6/6/13 18:08,nc note
environmentaltrust.org,,State Government,Nebraska,accepted term,Nebraska Environmental Trust -- Note added 12/6/13 19:52,http://www.environmentaltrust.org/,12/6/13 19:51,trust note
ewgateway.org,,State Government,Missouri,accepted term,This is a site of the east-west gateway Council of Government in the bi-state St. Louis area. -- Note added 10/1/15 20:20,http://ewgateway.org/,6/6/13 18:08,note added
exact-me.org,,State Government,,candidate term,Executive Action Team (EXACT) Multilateral Working Group on Water Resources -- Note added 8/19/13 16:18,,8/19/13 16:17,water resources
experiencewa.com,,State Government,Washington,accepted term,Travel and tourism site for Washington State -- Note added 6/6/13 19:36,http://www.experiencewa.com/,6/6/13 19:35,travel tourism
exploregeorgia.org,,State Government,Georgia,accepted term,Travel and Tourism Site for Georgia -- Note added 6/6/13 19:36,http://www.exploregeorgia.org/,6/6/13 19:11,travel tourism
exploreminnesota.com,,State Government,Minnesota,accepted term,Travel and tourism site for state of Minnesota hosted by Explore Minnesota Tourism -- Note added 4/26/15 2:33,http://www.exploreminnesota.com/index.aspx,6/6/13 19:11,travel tourism
ext.vt.edu,,State Government,Virginia,accepted term,Virginia Cooperative Extension  -- Note added 6/6/14 20:29,http://ext.vt.edu/,6/6/13 18:08,cooperative extension
ext.wsu.edu,,State Government,Washington,accepted term,Washington State University Extension -- Note added 11/20/14 7:10,http://ext.wsu.edu/,6/6/13 18:08,washington state
ext.wvu.edu,,State Government,West Virginia,accepted term,West Virginia University Extension Service -- Note added 7/24/14 5:33,http://ext.wvu.edu/,6/6/13 18:08,west virginia
extension.iastate.edu,,State Government,Iowa,accepted term,Iowa State University Extension -- Note added 8/25/15 20:26,http://www.extension.iastate.edu/,6/6/13 18:08,iowa state
extension.illinois.edu,,State Government,Illinois,accepted term,University of Illinois Extension -- Note added 11/20/13 15:35,http://web.extension.illinois.edu/state/index.html,6/6/13 18:09,extension note
extension.nmsu.edu,,State Government,New Mexico,accepted term,New Mexico Cooperative Extension Service -- Note added 7/25/13 17:39,http://extension.nmsu.edu/,6/6/13 18:08,new mexico
extension.oregonstate.edu,,State Government,Oregon,accepted term,Oregon State University Extension Service -- Note added 6/20/14 16:52,http://extension.oregonstate.edu/,6/6/13 18:08,oregon state
extension.psu.edu,,State Government,Pennsylvania,accepted term,Penn State Extension -- Note added 9/30/14 13:18,http://extension.psu.edu/,6/6/13 18:08,extension note
extension.purdue.edu,,State Government,Indiana,accepted term,Purdue (Indiana) Cooperative Extension -- Note added 7/19/13 13:34,https://extension.purdue.edu/Pages/default.aspx,6/6/13 18:08,cooperative extension
extension.udel.edu,,State Government,Delaware,accepted term,University of Delaware Cooperative Extension Service -- Note added 6/7/13 16:52,http://extension.udel.edu/,6/6/13 18:08,cooperative extension
extension.umaine.edu,,State Government,Maine,accepted term,Univ of Maine extension -- Note added 8/27/15 18:13,http://extension.umaine.edu/,6/6/13 18:08,extension note
extension.umn.edu,,State Government,Minnesota,accepted term,University of Minnesota Extension -- Note added 12/6/13 16:23,http://www.extension.umn.edu/,6/6/13 18:08,extension note
extension.unh.edu,,State Government,New Hampshire,accepted term,Univ of NH -- Note added 8/28/15 18:52,http://extension.unh.edu/,6/6/13 18:08,note added
extension.unl.edu,,State Government,Nebraska,accepted term,University of Nebraska&ndash;Lincoln Extension -- Note added 11/20/13 19:17,http://www.extension.unl.edu/,6/6/13 18:08,extension note
extension.usu.edu,,State Government,Utah,accepted term,Utah State University extension -- Note added 8/21/14 5:14,http://extension.usu.edu/,6/6/13 18:08,state university
fcs.okstate.edu,,State Government,Oklahoma,accepted term,OK State Family & Consumer website -- Note added 8/28/15 16:47,http://fcs.okstate.edu/,6/6/13 18:08,ok state
fcsw.net,,State Government,Florida,accepted term,"The Florida Commission on the Status of Women - The Florida Commission on the Status of Women is a nonpartisan board, statutorily created in 1991, consisting of 22 appointed members. The Commission is administratively housed in the Office of the Attorney General. -- Note added 7/9/15 14:45",http://fcsw.net/,6/6/13 18:08,florida commission
filmsc.com,,State Government,South Carolina,accepted term,SC film industry -- Note added 8/28/15 13:47,http://filmsc.com/,6/6/13 18:08,industry note
fishandboat.com,,State Government,Pennsylvania,accepted term,Pennsylvania Fish and Boat Commission (PFBC) -- Note added 6/7/13 11:30,http://fishandboat.com/,6/7/13 11:29,pennsylvania fish
flalottery.com,,State Government,Florida,accepted term,Florida lottery -- Note added 6/12/13 14:07,,6/6/13 18:08,lottery note
flcourts.org,,State Government,Florida,accepted term,"Florida Courts - The mission of the judicial branch is to protect rights and liberties, uphold and interpret the law, and provide for the peaceful resolution of disputes. -- Note added 6/17/15 13:01",http://flcourts.org/,6/6/13 18:08,judicial branch
fldoe.org,,State Government,Florida,accepted term,Florida Department of Education -- Note added 6/17/15 13:06,http://fldoe.org/,6/6/13 18:08,florida department
flgov.com,,State Government,Florida,accepted term,Florida Governor's Office -- Note added 6/6/13 18:08,http://www.flgov.com/,6/6/13 18:08,florida governors
flofr.com,,State Government,Florida,accepted term,"Florida Office of Financial Regulation - Key Function: provides regulatory oversight for Florida's financial services providers.  Mission: to protect the citizens of Florida, promote a safe and sound financial marketplace, and contribute to the growth of Florida's economy with smart, efficient and effective regulation of the financial services industry. -- Note added 6/17/15 13:13",http://flofr.com/,6/6/13 18:08,florida office
floir.com,,State Government,Florida,accepted term,Florida Office of Insurance Regulation - To promote a stable and competitive insurance market for consumers. -- Note added 6/17/15 13:17,http://www.floir.com/,6/6/13 18:08,florida office
floridacounterdrug.com,,State Government,Florida,accepted term,Florida National Guard Counterdrug.  n   Florida Counterdrup Program - Under this authority our office provides oversight of the FLARNG and FLANG Substance Abuse Prevention Programs.      -- Note added 6/17/15 13:20,http://floridacounterdrug.com/,1/23/14 14:03,national guard
